Date	Open	High	Low	Close 	Adj Close 	Volume
Sep 24, 2021	14.18	14.25	13.46	14.05	14.05	1,952,400
Sep 23, 2021	14.54	14.77	14.05	14.15	14.15	2,109,400
Sep 22, 2021	15.00	15.40	14.50	14.54	14.54	2,151,500
Sep 21, 2021	14.86	15.09	14.29	14.47	14.47	2,417,800
Sep 20, 2021	14.78	15.10	14.03	14.81	14.81	3,338,900
Sep 17, 2021	16.15	16.15	15.28	15.41	15.41	3,880,100
Sep 16, 2021	15.58	16.59	14.91	15.89	15.89	3,616,600
Sep 15, 2021	16.03	16.05	14.62	15.39	15.39	4,028,500
Sep 14, 2021	15.89	16.97	15.13	15.78	15.78	5,329,500
Sep 13, 2021	18.38	18.41	15.03	15.40	15.40	8,788,100
Sep 10, 2021	20.28	20.87	17.81	18.69	18.69	13,557,400
Sep 9, 2021	16.27	21.34	16.27	20.72	20.72	43,147,800
Sep 8, 2021	14.74	15.70	14.51	15.09	15.09	6,717,300
Sep 7, 2021	15.02	16.46	14.07	14.50	14.50	15,909,100
Sep 3, 2021	11.75	14.34	11.01	13.52	13.52	9,994,700
Sep 2, 2021	10.20	12.27	10.00	11.63	11.63	4,138,800
Sep 1, 2021	10.18	10.30	9.98	10.14	10.14	1,942,600
Aug 31, 2021	10.02	10.20	9.66	10.03	10.03	2,193,800
Aug 30, 2021	10.50	10.51	9.80	10.03	10.03	2,265,000
Aug 27, 2021	10.31	10.50	9.50	10.35	10.35	2,825,000
Aug 26, 2021	11.00	11.04	9.96	9.96	9.96	3,293,800
Aug 25, 2021	11.58	11.60	9.98	10.43	10.43	5,600,000
Aug 24, 2021	11.30	11.90	11.11	11.57	11.57	1,279,000
Aug 23, 2021	10.95	11.07	10.65	11.07	11.07	1,139,200
Aug 20, 2021	10.00	10.65	9.90	10.47	10.47	1,504,900
Aug 19, 2021	10.08	10.10	9.91	10.01	10.01	603,000
Aug 18, 2021	10.00	10.33	9.97	10.10	10.10	484,300
Aug 17, 2021	10.16	10.18	9.90	10.03	10.03	1,217,100
Aug 16, 2021	10.69	10.69	10.15	10.21	10.21	808,400
Aug 13, 2021	10.65	10.79	10.35	10.62	10.62	722,800
Aug 12, 2021	11.20	11.28	10.50	10.54	10.54	1,060,600
Aug 11, 2021	10.76	11.25	10.60	11.18	11.18	906,100
Aug 10, 2021	10.42	10.81	10.35	10.57	10.57	807,700
Aug 9, 2021	10.22	10.42	10.15	10.36	10.36	530,600
Aug 6, 2021	10.30	10.47	10.06	10.12	10.12	688,500
Aug 5, 2021	10.12	10.30	10.10	10.22	10.22	592,200
Aug 4, 2021	10.00	10.13	10.00	10.11	10.11	429,800
Aug 3, 2021	10.05	10.06	9.96	10.00	10.00	790,900
Aug 2, 2021	10.23	10.25	10.00	10.02	10.02	903,400
Jul 30, 2021	10.37	10.37	10.12	10.17	10.17	993,400
Jul 29, 2021	10.41	10.53	10.12	10.31	10.31	987,600
Jul 28, 2021	10.50	10.67	10.17	10.28	10.28	672,300
Jul 27, 2021	10.53	10.57	10.35	10.46	10.46	467,500
Jul 26, 2021	10.82	10.84	10.52	10.56	10.56	477,700
Jul 23, 2021	10.99	11.05	10.62	10.77	10.77	525,700
Jul 22, 2021	11.00	11.05	10.76	10.96	10.96	592,600
Jul 21, 2021	10.68	10.75	10.51	10.75	10.75	275,700
Jul 20, 2021	10.71	10.75	10.42	10.60	10.60	319,500
Jul 19, 2021	10.36	10.78	10.27	10.71	10.71	605,300
Jul 16, 2021	10.47	10.89	10.30	10.80	10.80	940,600
Jul 15, 2021	10.60	10.79	10.30	10.40	10.40	1,147,700
Jul 14, 2021	11.10	11.10	10.48	10.62	10.62	1,467,800
Jul 13, 2021	11.53	11.57	10.97	10.97	10.97	988,700
Jul 12, 2021	11.67	11.69	11.33	11.60	11.60	1,122,700
Jul 9, 2021	11.12	11.49	11.12	11.45	11.45	1,010,100
Jul 8, 2021	10.78	11.14	10.59	11.13	11.13	1,588,500
Jul 7, 2021	11.04	11.23	10.71	11.10	11.10	910,800
Jul 6, 2021	11.69	11.87	10.89	10.92	10.92	1,659,800
Jul 2, 2021	11.10	12.28	11.03	11.39	11.39	3,937,400
Jul 1, 2021	11.00	11.13	10.60	10.96	10.96	737,800
Jun 30, 2021	11.08	11.45	10.85	10.89	10.89	1,579,900
Jun 29, 2021	11.01	11.09	10.81	10.90	10.90	758,600
Jun 28, 2021	10.70	10.98	10.62	10.95	10.95	949,400
Jun 25, 2021	10.38	10.65	10.27	10.51	10.51	1,063,800
Jun 24, 2021	10.32	10.34	10.26	10.29	10.29	378,800
Jun 23, 2021	10.35	10.39	10.29	10.31	10.31	324,900
Jun 22, 2021	10.48	10.50	10.30	10.35	10.35	366,700
Jun 21, 2021	10.45	10.55	10.39	10.41	10.41	392,300
Jun 18, 2021	10.36	10.42	10.24	10.40	10.40	463,100
Jun 17, 2021	10.35	10.41	10.23	10.34	10.34	528,200
Jun 16, 2021	10.35	10.53	10.21	10.27	10.27	783,200
Jun 15, 2021	10.44	10.52	10.12	10.35	10.35	746,400
Jun 14, 2021	10.55	10.59	10.17	10.22	10.22	477,800
Jun 11, 2021	10.55	10.60	10.45	10.47	10.47	424,300
Jun 10, 2021	10.66	10.72	10.45	10.52	10.52	518,800
Jun 9, 2021	10.86	10.90	10.50	10.63	10.63	750,400
Jun 8, 2021	10.21	10.60	10.13	10.47	10.47	1,373,300
Jun 7, 2021	10.25	10.29	10.06	10.07	10.07	592,600
Jun 4, 2021	10.15	10.27	10.05	10.15	10.15	464,600
Jun 3, 2021	10.04	10.17	9.98	10.09	10.09	419,700
Jun 2, 2021	10.11	10.12	9.98	10.07	10.07	493,000
Jun 1, 2021	10.10	10.19	10.01	10.04	10.04	662,600
May 28, 2021	9.92	10.08	9.91	9.98	9.98	729,400
May 27, 2021	9.91	9.91	9.89	9.91	9.91	605,000
May 26, 2021	9.91	9.97	9.89	9.90	9.90	1,494,400
May 25, 2021	9.94	9.99	9.89	9.90	9.90	1,029,700
May 24, 2021	9.98	10.00	9.92	9.94	9.94	428,100
May 21, 2021	9.95	10.03	9.95	10.00	10.00	351,100
May 20, 2021	10.03	10.03	9.91	9.96	9.96	678,800
May 19, 2021	9.90	10.00	9.90	9.99	9.99	503,000
May 18, 2021	10.02	10.08	9.99	10.01	10.01	755,500
May 17, 2021	9.85	10.02	9.80	10.00	10.00	961,400
May 14, 2021	9.97	10.00	9.90	9.94	9.94	489,600
May 13, 2021	10.00	10.00	9.82	9.91	9.91	811,900
May 12, 2021	9.92	10.05	9.86	9.92	9.92	908,200
May 11, 2021	9.83	9.97	9.77	9.90	9.90	1,267,200
May 10, 2021	10.05	10.06	9.86	9.90	9.90	1,661,300
May 7, 2021	10.10	10.13	9.95	9.99	9.99	2,091,400
May 6, 2021	10.25	10.27	10.08	10.14	10.14	1,016,300
May 5, 2021	10.46	10.47	10.18	10.27	10.27	708,900
May 4, 2021	10.51	10.51	10.20	10.35	10.35	906,100
May 3, 2021	10.56	10.64	10.39	10.47	10.47	372,500
Apr 30, 2021	10.51	10.53	10.43	10.46	10.46	221,600
Apr 29, 2021	10.68	10.70	10.47	10.49	10.49	495,600
Apr 28, 2021	10.70	10.71	10.50	10.52	10.52	551,200
Apr 27, 2021	10.75	10.82	10.61	10.68	10.68	316,100
Apr 26, 2021	10.80	10.80	10.65	10.70	10.70	551,800
Apr 23, 2021	10.69	10.85	10.49	10.75	10.75	696,000
Apr 22, 2021	10.65	10.69	10.45	10.56	10.56	612,900
Apr 21, 2021	10.50	10.79	10.37	10.55	10.55	353,600
Apr 20, 2021	10.49	10.79	10.27	10.55	10.55	882,000
Apr 19, 2021	11.06	11.06	10.40	10.74	10.74	890,200
Apr 16, 2021	10.55	11.11	10.27	10.90	10.90	1,087,300
Apr 15, 2021	10.86	10.86	10.50	10.53	10.53	996,600
Apr 14, 2021	11.21	11.21	10.64	10.74	10.74	731,500
Apr 13, 2021	10.79	10.87	10.60	10.81	10.81	719,200
Apr 12, 2021	11.00	11.16	10.70	10.84	10.84	676,500
Apr 9, 2021	11.15	11.25	10.90	11.10	11.10	791,000
Apr 8, 2021	10.79	11.13	10.68	11.11	11.11	1,018,900
Apr 7, 2021	11.00	11.32	10.60	10.78	10.78	1,214,200
Apr 6, 2021	11.09	11.09	10.89	10.99	10.99	717,800
Apr 5, 2021	11.79	11.79	10.92	11.03	11.03	1,442,600
Apr 1, 2021	11.95	11.99	11.23	11.48	11.48	1,147,000
Mar 31, 2021	11.47	11.87	11.44	11.84	11.84	764,600
Mar 30, 2021	11.71	11.79	11.35	11.40	11.40	961,600
Mar 29, 2021	12.10	12.60	11.71	11.85	11.85	1,571,100
Mar 26, 2021	12.18	12.19	11.36	11.68	11.68	1,194,100
Mar 25, 2021	11.13	11.89	10.80	11.89	11.89	3,111,900
Mar 24, 2021	12.35	12.39	11.30	11.35	11.35	1,909,900
Mar 23, 2021	12.77	12.95	11.91	12.08	12.08	1,878,400
Mar 22, 2021	12.25	13.17	12.01	12.51	12.51	2,589,400
Mar 19, 2021	11.51	12.06	11.29	11.60	11.60	856,600
Mar 18, 2021	11.85	12.04	11.31	11.47	11.47	1,408,800
Mar 17, 2021	11.70	12.18	11.50	11.99	11.99	1,239,800
Mar 16, 2021	12.35	12.40	11.55	11.87	11.87	1,552,700
Mar 15, 2021	12.44	12.58	12.08	12.31	12.31	1,102,500
Mar 12, 2021	12.30	12.45	12.04	12.22	12.22	1,250,000
Mar 11, 2021	12.81	12.81	12.12	12.41	12.41	1,985,600
Mar 10, 2021	12.55	12.96	11.80	12.41	12.41	2,066,300
Mar 9, 2021	12.50	12.70	12.06	12.29	12.29	1,773,500
Mar 8, 2021	13.03	13.20	11.91	12.00	12.00	2,489,200
Mar 5, 2021	12.20	12.55	11.30	12.50	12.50	3,702,600
Mar 4, 2021	12.50	12.63	11.06	11.33	11.33	6,856,200
Mar 3, 2021	13.80	14.10	12.50	12.59	12.59	5,236,700
Mar 2, 2021	14.50	15.15	13.01	13.14	13.14	10,932,300
Mar 1, 2021	13.45	15.15	12.71	13.95	13.95	40,481,700
Feb 26, 2021	10.41	10.52	10.22	10.25	10.25	150,000
Feb 25, 2021	10.51	10.58	10.20	10.32	10.32	130,800
Feb 24, 2021	10.45	10.66	10.33	10.44	10.44	104,000
Feb 23, 2021	10.56	10.56	10.05	10.45	10.45	162,600
Feb 22, 2021	10.75	10.79	10.60	10.70	10.70	220,500
Feb 19, 2021	10.75	10.98	10.73	10.80	10.80	165,900
Feb 18, 2021	10.75	10.99	10.63	10.98	10.98	287,100
Feb 17, 2021	10.60	10.80	10.50	10.76	10.76	209,900
Feb 16, 2021	10.49	10.55	10.41	10.48	10.48	111,300
Feb 12, 2021	10.50	10.56	10.41	10.46	10.46	283,600
Feb 11, 2021	10.45	11.21	10.40	10.52	10.52	373,100
Feb 10, 2021	10.45	10.45	10.35	10.43	10.43	91,900
Feb 9, 2021	10.50	10.50	10.37	10.39	10.39	53,500
Feb 8, 2021	10.51	10.53	10.45	10.45	10.45	67,600
Feb 5, 2021	10.47	10.54	10.46	10.52	10.52	48,200
Feb 4, 2021	10.59	10.75	10.45	10.51	10.51	73,100
Feb 3, 2021	10.51	10.63	10.46	10.62	10.62	74,300
Feb 2, 2021	10.37	10.50	10.36	10.50	10.50	50,600
Feb 1, 2021	10.38	10.44	10.32	10.35	10.35	49,900
Jan 29, 2021	10.35	10.39	10.30	10.38	10.38	57,200
Jan 28, 2021	10.40	10.42	10.30	10.39	10.39	316,700
Jan 27, 2021	10.30	10.38	10.20	10.30	10.30	336,900
Jan 26, 2021	10.47	10.57	10.35	10.45	10.45	281,600
Jan 25, 2021	10.59	10.72	10.43	10.46	10.46	101,700
Jan 22, 2021	10.51	10.68	10.46	10.50	10.50	82,200
Jan 21, 2021	10.49	10.59	10.34	10.42	10.42	16,900
Jan 20, 2021	10.33	10.49	10.33	10.43	10.43	54,300
Jan 19, 2021	10.49	10.49	10.34	10.40	10.40	364,100
Jan 15, 2021	10.45	10.48	10.25	10.35	10.35	543,800
Jan 14, 2021	10.33	10.60	10.31	10.50	10.50	156,700
Jan 13, 2021	10.60	10.60	10.27	10.52	10.52	419,400
Jan 12, 2021	10.48	10.67	10.27	10.31	10.31	199,600
Jan 11, 2021	10.45	10.45	10.30	10.40	10.40	3,900
Jan 8, 2021	10.35	10.42	10.30	10.42	10.42	4,100
Jan 7, 2021	10.42	10.42	10.38	10.41	10.41	600
Jan 6, 2021	10.45	10.45	10.22	10.38	10.38	6,200
Jan 5, 2021	10.44	10.60	10.35	10.35	10.35	16,200
Jan 4, 2021	10.30	10.65	10.22	10.30	10.30	57,600
Dec 31, 2020	10.68	10.68	10.11	10.11	10.11	131,100
Dec 30, 2020	10.44	10.69	10.29	10.42	10.42	356,200
Dec 29, 2020	10.38	10.60	9.97	10.29	10.29	96,100
Dec 28, 2020	10.41	10.45	10.32	10.32	10.32	280,200
Dec 24, 2020	10.35	10.50	10.29	10.30	10.30	3,100
Dec 23, 2020	10.10	10.33	10.10	10.25	10.25	69,500
Dec 22, 2020	10.25	10.28	10.15	10.24	10.24	41,900
Dec 21, 2020	10.20	10.33	10.20	10.23	10.23	411,000
Dec 18, 2020	10.20	10.34	10.15	10.34	10.34	28,000
Dec 17, 2020	10.27	10.50	10.20	10.30	10.30	8,200
Dec 16, 2020	10.50	10.57	10.25	10.44	10.44	4,400
Dec 15, 2020	10.22	10.46	10.00	10.34	10.34	101,200
Dec 14, 2020	10.49	11.04	10.14	10.30	10.30	62,800
Dec 11, 2020	10.35	11.04	10.13	10.35	10.35	269,400
Dec 10, 2020	10.18	10.25	10.16	10.25	10.25	268,400
Dec 9, 2020	10.21	11.39	10.20	10.30	10.30	213,500
Dec 8, 2020	10.12	10.20	9.90	10.19	10.19	14,300
Dec 7, 2020	10.10	10.25	10.05	10.20	10.20	187,700
Dec 4, 2020	10.04	10.19	9.99	10.06	10.06	84,100
Dec 3, 2020	10.05	10.05	10.05	10.05	10.05	1,200
Dec 2, 2020	10.11	10.11	9.97	10.05	10.05	78,500
Dec 1, 2020	9.87	9.97	9.87	9.97	9.97	2,000
Nov 30, 2020	9.82	10.80	9.72	9.95	9.95	53,300
Nov 27, 2020	9.80	9.82	9.80	9.82	9.82	4,500
Nov 25, 2020	9.74	9.74	9.74	9.74	9.74	100
Nov 24, 2020	9.75	9.75	9.74	9.74	9.74	900
